serial_number,author1,author2,content1,content2
1,"(Hatzivassiloglou & McKeown, 1997; Pang, Lee, & Vaithyanathan, 2002; Pang & Lee, 2008; Turney, 2002)","(Pang & Lee, 2004)","Nowadays, many people make their opinions available on the internet and researchers have been proposing methods to automate the task of classifying these textual reviews/opinions as positive or negative (Hatzivassiloglou & McKeown, 1997; Pang, Lee, & Vaithyanathan, 2002; Pang & Lee, 2008; Turney, 2002).","a performance evaluation of ANN on a full version of the benchmark dataset of Movies reviews (Pang & Lee, 2004)"
